"","X","Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP","Game.Date"
"25586",25586,"201304170LAL","HOU","Carlos Delfino","delfica01","15:23",0,4,0,0,2,0,0,0,NA,0,2,2,2,1,0,0,3,0,1,NA,1,2013-04-17
"25587",25587,"201304170LAL","HOU","Terrence Jones","joneste01","13:01",2,2,1,0,0,NA,0,0,NA,1,2,3,2,1,0,0,1,4,-4,NA,1,2013-04-17
"25588",25588,"201304170LAL","HOU","Francisco Garcia","garcifr01","8:42",1,3,0.333,0,2,0,2,3,0.667,0,0,0,0,0,0,0,1,4,0,NA,1,2013-04-17
"25589",25589,"201304170LAL","LAL","Steve Blake","blakest01","47:59:00",6,20,0.3,4,12,0.333,8,8,1,2,5,7,7,0,0,1,2,24,13,NA,1,2013-04-17
"25590",25590,"201304170LAL","LAL","Dwight Howard","howardw01","46:02:00",6,15,0.4,0,1,0,4,10,0.4,3,15,18,2,3,4,4,4,16,6,NA,1,2013-04-17
"25591",25591,"201304170LAL","LAL","Pau Gasol","gasolpa01","43:43:00",7,17,0.412,0,0,NA,3,4,0.75,5,15,20,11,0,2,3,0,17,1,NA,1,2013-04-17
"25592",25592,"201304170LAL","LAL","Jodie Meeks","meeksjo01","36:33:00",2,10,0.2,1,7,0.143,4,5,0.8,0,2,2,1,2,0,0,3,9,4,NA,1,2013-04-17
"25593",25593,"201304170LAL","LAL","Metta World Peace","artesro01","23:53",4,11,0.364,2,5,0.4,2,3,0.667,2,1,3,3,1,0,0,2,12,2,NA,1,2013-04-17
"25594",25594,"201304170LAL","LAL","Antawn Jamison","jamisan01","32:58:00",6,12,0.5,2,5,0.4,2,4,0.5,4,0,4,1,0,0,1,1,16,11,NA,1,2013-04-17
"25595",25595,"201304170LAL","LAL","Darius Morris","morrida01","15:33",2,2,1,1,1,1,0,0,NA,0,1,1,2,0,0,2,4,5,2,NA,1,2013-04-17
"25596",25596,"201304170LAL","LAL","Earl Clark","clarkea01","12:07",0,1,0,0,1,0,0,0,NA,0,1,1,0,0,0,1,1,0,-7,NA,1,2013-04-17
"25597",25597,"201304170LAL","LAL","Andrew Goudelock","goudean01","6:12",0,2,0,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,-12,NA,1,2013-04-17
"25598",25598,"201304170MEM","UTA","Al Jefferson","jeffeal01","40:21:00",8,19,0.421,0,0,NA,6,6,1,2,14,16,2,0,1,1,5,22,-15,NA,1,2013-04-17
"25599",25599,"201304170MEM","UTA","Randy Foye","foyera01","35:14:00",1,9,0.111,1,5,0.2,4,6,0.667,1,2,3,2,0,1,0,2,7,-10,NA,1,2013-04-17
"25600",25600,"201304170MEM","UTA","Mo Williams","willima01","33:04:00",3,13,0.231,0,3,0,2,5,0.4,0,1,1,3,1,0,3,1,8,-13,NA,1,2013-04-17
"25601",25601,"201304170MEM","UTA","Gordon Hayward","haywago01","30:44:00",4,8,0.5,1,1,1,0,1,0,3,0,3,2,1,0,3,1,9,-8,NA,1,2013-04-17
"25602",25602,"201304170MEM","UTA","Paul Millsap","millspa01","27:34:00",2,7,0.286,0,0,NA,2,4,0.5,5,3,8,0,1,2,0,4,6,-3,NA,1,2013-04-17
"25603",25603,"201304170MEM","UTA","Derrick Favors","favorde01","26:35:00",2,9,0.222,0,0,NA,0,0,NA,4,7,11,3,3,2,2,0,4,-13,NA,1,2013-04-17
"25604",25604,"201304170MEM","UTA","Marvin Williams","willima02","17:16",2,7,0.286,1,2,0.5,1,2,0.5,2,2,4,1,0,0,0,2,6,-8,NA,1,2013-04-17
"25605",25605,"201304170MEM","UTA","Jamaal Tinsley","tinslja01","14:56",0,0,NA,0,0,NA,0,0,NA,0,0,0,2,0,0,2,3,0,-3,NA,1,2013-04-17
"25606",25606,"201304170MEM","UTA","Alec Burks","burksal01","12:46",3,6,0.5,0,0,NA,2,2,1,0,0,0,0,0,0,1,0,8,-6,NA,1,2013-04-17
"25607",25607,"201304170MEM","UTA","Jeremy Evans","evansje01","1:30",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-1,NA,1,2013-04-17
"25608",25608,"201304170MEM","MEM","Tayshaun Prince","princta01","32:25:00",1,6,0.167,0,1,0,0,0,NA,0,4,4,2,1,0,2,1,2,17,NA,1,2013-04-17
"25609",25609,"201304170MEM","MEM","Mike Conley","conlemi01","31:36:00",5,11,0.455,1,2,0.5,3,4,0.75,1,2,3,5,0,1,2,1,14,18,NA,1,2013-04-17
"25610",25610,"201304170MEM","MEM","Zach Randolph","randoza01","30:38:00",10,20,0.5,0,0,NA,5,7,0.714,6,13,19,2,0,0,1,2,25,16,NA,1,2013-04-17
"25611",25611,"201304170MEM","MEM","Marc Gasol","gasolma01","27:05:00",2,7,0.286,0,0,NA,0,1,0,4,3,7,2,2,2,1,5,4,5,NA,1,2013-04-17
"25612",25612,"201304170MEM","MEM","Tony Allen","allento01","19:40",3,9,0.333,0,0,NA,2,2,1,3,4,7,4,0,0,1,2,8,5,NA,1,2013-04-17
"25613",25613,"201304170MEM","MEM","Jerryd Bayless","bayleje01","26:50:00",1,6,0.167,1,4,0.25,0,0,NA,0,2,2,3,2,0,0,3,3,10,NA,1,2013-04-17
"25614",25614,"201304170MEM","MEM","Ed Davis","davised01","22:24",2,7,0.286,0,0,NA,0,0,NA,3,6,9,0,0,4,2,5,4,13,NA,1,2013-04-17
"25615",25615,"201304170MEM","MEM","Keyon Dooling","doolike01","16:24",2,3,0.667,0,1,0,2,2,1,0,0,0,2,0,0,1,1,6,-2,NA,1,2013-04-17
"25616",25616,"201304170MEM","MEM","Darrell Arthur","arthuda01","15:53",5,9,0.556,0,0,NA,1,2,0.5,2,1,3,0,0,0,0,1,11,-2,NA,1,2013-04-17
"25617",25617,"201304170MEM","MEM","Quincy Pondexter","pondequ01","8:49",2,3,0.667,1,2,0.5,0,0,NA,0,1,1,0,1,0,1,2,5,3,NA,1,2013-04-17
"25618",25618,"201304170MEM","MEM","Austin Daye","dayeau01","8:16",1,3,0.333,1,3,0.333,1,2,0.5,0,2,2,2,1,1,0,1,4,-3,NA,1,2013-04-17
"25619",25619,"201304170MIA","ORL","Maurice Harkless","harklma01","42:35:00",5,14,0.357,0,4,0,0,4,0,0,1,1,1,1,1,4,2,10,-1,NA,1,2013-04-17
"25620",25620,"201304170MIA","ORL","Tobias Harris","harrito02","38:13:00",7,16,0.438,0,3,0,5,11,0.455,2,6,8,2,1,0,0,5,19,-8,NA,1,2013-04-17
"25621",25621,"201304170MIA","ORL","Nikola Vucevic","vucevni01","36:36:00",9,13,0.692,0,0,NA,2,3,0.667,1,12,13,0,1,0,2,5,20,-1,NA,1,2013-04-17
"25622",25622,"201304170MIA","ORL","Beno Udrih","udrihbe01","36:03:00",5,8,0.625,1,2,0.5,2,4,0.5,1,2,3,14,1,0,4,4,13,-12,NA,1,2013-04-17
"25623",25623,"201304170MIA","ORL","E'Twaun Moore","mooreet01","30:26:00",5,9,0.556,1,2,0.5,0,0,NA,1,2,3,4,0,0,0,2,11,3,NA,1,2013-04-17
"25624",25624,"201304170MIA","ORL","Doron Lamb","lambdo01","27:02:00",1,6,0.167,0,3,0,0,0,NA,0,4,4,1,0,0,0,3,2,-18,NA,1,2013-04-17
"25625",25625,"201304170MIA","ORL","Andrew Nicholson","nichoan01","10:51",6,8,0.75,0,0,NA,0,0,NA,1,2,3,0,0,0,1,0,12,-10,NA,1,2013-04-17
"25626",25626,"201304170MIA","ORL","Kyle O'Quinn","oquinky01","9:26",0,1,0,0,0,NA,0,0,NA,2,2,4,1,0,0,1,1,0,-1,NA,1,2013-04-17
"25627",25627,"201304170MIA","ORL","DeQuan Jones","jonesde01","8:48",2,2,1,0,0,NA,2,3,0.667,0,2,2,0,1,0,1,0,6,-12,NA,1,2013-04-17
"25628",25628,"201304170MIA","MIA","Norris Cole","coleno01","41:28:00",4,10,0.4,0,4,0,1,3,0.333,0,3,3,7,2,0,2,2,9,10,NA,1,2013-04-17
"25629",25629,"201304170MIA","MIA","Mike Miller","millemi01","30:50:00",7,10,0.7,6,9,0.667,1,1,1,0,2,2,6,1,0,0,4,21,0,NA,1,2013-04-17
"25630",25630,"201304170MIA","MIA","Dwyane Wade","wadedw01","23:13",9,15,0.6,0,0,NA,3,8,0.375,2,3,5,10,0,2,2,0,21,0,NA,1,2013-04-17
"25631",25631,"201304170MIA","MIA","Udonis Haslem","hasleud01","22:54",2,4,0.5,0,0,NA,0,0,NA,0,3,3,0,1,1,2,1,4,-2,NA,1,2013-04-17
"25632",25632,"201304170MIA","MIA","Juwan Howard","howarju01","17:12",6,9,0.667,0,0,NA,0,0,NA,0,3,3,0,0,0,1,4,12,3,NA,1,2013-04-17
"25633",25633,"201304170MIA","MIA","Ray Allen","allenra02","25:26:00",4,9,0.444,2,5,0.4,0,0,NA,0,0,0,3,1,0,2,1,10,17,NA,1,2013-04-17
"25634",25634,"201304170MIA","MIA","Rashard Lewis","lewisra02","25:18:00",6,12,0.5,3,7,0.429,1,2,0.5,0,8,8,2,1,1,0,1,16,9,NA,1,2013-04-17
"25635",25635,"201304170MIA","MIA","Chris Andersen","anderch01","20:21",2,3,0.667,0,0,NA,1,2,0.5,4,4,8,1,0,4,1,2,5,17,NA,1,2013-04-17
"25636",25636,"201304170MIA","MIA","Shane Battier","battish01","19:13",1,3,0.333,1,2,0.5,2,3,0.667,0,0,0,1,1,4,0,1,5,17,NA,1,2013-04-17
"25637",25637,"201304170MIA","MIA","James Jones","jonesja02","5:53",0,2,0,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,-3,NA,1,2013-04-17
"25638",25638,"201304170MIA","MIA","Jarvis Varnado","varnaja01","4:45",0,0,NA,0,0,NA,0,0,NA,0,2,2,1,0,0,1,1,0,-3,NA,1,2013-04-17
"25639",25639,"201304170MIA","MIA","Joel Anthony","anthojo01","3:27",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,2,-5,NA,1,2013-04-17
"25640",25640,"201304170NYK","ATL","John Jenkins","jenkijo01","39:22:00",8,19,0.421,0,6,0,4,5,0.8,0,3,3,3,1,0,2,0,20,-3,NA,1,2013-04-17
"25641",25641,"201304170NYK","ATL","Mike Scott","scottmi01","36:15:00",10,22,0.455,0,0,NA,3,3,1,5,9,14,1,0,0,0,3,23,-17,NA,1,2013-04-17
"25642",25642,"201304170NYK","ATL","Shelvin Mack","macksh01","35:17:00",6,11,0.545,0,3,0,2,2,1,0,4,4,4,2,0,4,2,14,-8,NA,1,2013-04-17
"25643",25643,"201304170NYK","ATL","DeShawn Stevenson","stevede01","23:47",1,11,0.091,0,6,0,0,0,NA,1,2,3,1,1,0,0,0,2,-7,NA,1,2013-04-17
"25644",25644,"201304170NYK","ATL","Ivan Johnson","johnsiv01","20:13",6,6,1,0,0,NA,0,0,NA,3,5,8,1,2,0,2,2,12,-5,NA,1,2013-04-17
"25645",25645,"201304170NYK","ATL","Anthony Tolliver","tollian01","32:43:00",2,9,0.222,2,6,0.333,2,2,1,3,1,4,0,0,1,1,2,8,4,NA,1,2013-04-17
"25646",25646,"201304170NYK","ATL","Dahntay Jones","jonesda02","31:55:00",3,9,0.333,0,0,NA,5,5,1,3,3,6,2,0,0,1,2,11,2,NA,1,2013-04-17
"25647",25647,"201304170NYK","ATL","Johan Petro","petrojo01","20:28",1,3,0.333,0,0,NA,0,0,NA,0,11,11,2,1,1,2,4,2,4,NA,1,2013-04-17
"25648",25648,"201304170NYK","NYK","James White","whiteja02","43:39:00",8,15,0.533,3,6,0.5,1,1,1,0,6,6,3,3,0,2,4,20,5,NA,1,2013-04-17
"25649",25649,"201304170NYK","NYK","Chris Copeland","copelch01","40:17:00",14,29,0.483,1,4,0.25,4,8,0.5,3,0,3,1,1,2,3,3,33,12,NA,1,2013-04-17
"25650",25650,"201304170NYK","NYK","Iman Shumpert","shumpim01","38:23:00",7,11,0.636,1,2,0.5,3,3,1,1,6,7,8,2,0,3,3,18,16,NA,1,2013-04-17
"25651",25651,"201304170NYK","NYK","Earl Barron","barroea01","36:30:00",5,14,0.357,0,0,NA,1,2,0.5,6,12,18,2,0,1,1,1,11,2,NA,1,2013-04-17
"25652",25652,"201304170NYK","NYK","Pablo Prigioni","prigipa01","11:09",3,3,1,2,2,1,0,0,NA,1,4,5,3,1,0,1,1,8,7,NA,1,2013-04-17
"25653",25653,"201304170NYK","NYK","Steve Novak","novakst01","41:07:00",1,8,0.125,1,6,0.167,0,0,NA,0,1,1,3,1,0,0,3,3,-3,NA,1,2013-04-17
"25654",25654,"201304170NYK","NYK","Quentin Richardson","richaqu01","28:55:00",1,11,0.091,1,4,0.25,2,2,1,5,5,10,1,0,0,2,1,5,-9,NA,1,2013-04-17
"25655",25655,"201304170OKC","MIL","John Henson","hensojo01","44:22:00",11,19,0.579,0,0,NA,6,8,0.75,8,8,16,1,0,0,2,0,28,6,NA,1,2013-04-17
"25656",25656,"201304170OKC","MIL","Ekpe Udoh","udohek01","24:10:00",1,3,0.333,0,0,NA,2,4,0.5,2,4,6,1,1,1,3,1,4,-8,NA,1,2013-04-17
"25657",25657,"201304170OKC","MIL","Brandon Jennings","jennibr01","22:57",6,14,0.429,5,8,0.625,0,0,NA,0,2,2,2,0,0,2,2,17,-10,NA,1,2013-04-17
"25658",25658,"201304170OKC","MIL","Monta Ellis","ellismo01","11:08",1,3,0.333,0,2,0,0,0,NA,0,0,0,2,0,0,1,0,2,-6,NA,1,2013-04-17
"25659",25659,"201304170OKC","MIL","Luc Mbah a Moute","mbahalu01","5:39",0,3,0,0,1,0,0,0,NA,0,1,1,1,0,0,0,1,0,-9,NA,1,2013-04-17
"25660",25660,"201304170OKC","MIL","J.J. Redick","redicjj01","35:02:00",4,10,0.4,1,5,0.2,3,3,1,2,1,3,3,1,0,2,2,12,7,NA,1,2013-04-17
"25661",25661,"201304170OKC","MIL","Mike Dunleavy","dunlemi02","27:35:00",5,11,0.455,2,6,0.333,2,3,0.667,0,3,3,0,1,1,0,1,14,4,NA,1,2013-04-17
"25662",25662,"201304170OKC","MIL","Gustavo Ayon","ayongu01","27:28:00",4,9,0.444,0,0,NA,0,0,NA,3,9,12,1,0,1,0,2,8,14,NA,1,2013-04-17
"25663",25663,"201304170OKC","MIL","Ishmael Smith","smithis01","25:03:00",3,8,0.375,1,3,0.333,0,0,NA,1,6,7,5,1,0,0,1,7,16,NA,1,2013-04-17
"25664",25664,"201304170OKC","MIL","Marquis Daniels","daniema01","16:36",1,5,0.2,1,2,0.5,0,0,NA,1,2,3,2,1,0,2,1,3,16,NA,1,2013-04-17
"25665",25665,"201304170OKC","OKC","Perry Jones","jonespe01","38:45:00",7,15,0.467,0,0,NA,0,1,0,2,7,9,0,1,0,1,2,14,1,NA,1,2013-04-17
"25666",25666,"201304170OKC","OKC","Hasheem Thabeet","thabeha01","20:37",2,2,1,0,0,NA,0,0,NA,4,4,8,2,2,0,1,2,4,14,NA,1,2013-04-17
"25667",25667,"201304170OKC","OKC","Serge Ibaka","ibakase01","8:22",4,6,0.667,0,0,NA,0,0,NA,0,1,1,0,0,1,1,0,8,9,NA,1,2013-04-17
"25668",25668,"201304170OKC","OKC","Russell Westbrook","westbru01","7:18",2,5,0.4,0,0,NA,0,0,NA,0,0,0,3,0,0,0,0,4,10,NA,1,2013-04-17
"25669",25669,"201304170OKC","OKC","Thabo Sefolosha","sefolth01","6:52",2,3,0.667,2,2,1,0,0,NA,0,1,1,2,1,0,0,0,6,9,NA,1,2013-04-17
"25670",25670,"201304170OKC","OKC","Jeremy Lamb","lambje01","41:08:00",6,21,0.286,0,6,0,1,1,1,2,5,7,2,0,1,2,2,13,-15,NA,1,2013-04-17
"25671",25671,"201304170OKC","OKC","Reggie Jackson","jacksre01","36:25:00",8,18,0.444,0,6,0,7,7,1,1,5,6,5,1,0,1,2,23,-6,NA,1,2013-04-17
"25672",25672,"201304170OKC","OKC","Ronnie Brewer","brewero02","25:07:00",1,5,0.2,0,1,0,0,0,NA,4,3,7,1,1,0,0,0,2,-2,NA,1,2013-04-17
"25673",25673,"201304170OKC","OKC","Daniel Orton","ortonda01","21:18",2,3,0.667,0,0,NA,1,1,1,0,3,3,0,1,0,0,5,5,-17,NA,1,2013-04-17
"25674",25674,"201304170OKC","OKC","DeAndre Liggins","liggide01","17:17",1,2,0.5,0,1,0,1,2,0.5,0,2,2,0,1,0,1,1,3,-16,NA,1,2013-04-17
"25675",25675,"201304170OKC","OKC","Derek Fisher","fishede01","16:51",2,9,0.222,1,5,0.2,2,2,1,0,0,0,1,0,0,1,0,7,-17,NA,1,2013-04-17
"25676",25676,"201304170POR","GSW","Klay Thompson","thompkl01","38:17:00",9,19,0.474,5,7,0.714,1,2,0.5,0,3,3,0,1,0,2,4,24,7,NA,1,2013-04-17
"25677",25677,"201304170POR","GSW","David Lee","leeda02","31:48:00",9,12,0.75,0,0,NA,2,3,0.667,0,10,10,1,3,0,1,2,20,15,NA,1,2013-04-17
"25678",25678,"201304170POR","GSW","Stephen Curry","curryst01","31:41:00",5,16,0.313,4,11,0.364,1,1,1,1,1,2,5,3,0,1,2,15,9,NA,1,2013-04-17
"25679",25679,"201304170POR","GSW","Harrison Barnes","barneha02","30:11:00",3,10,0.3,0,1,0,2,2,1,2,8,10,3,0,0,1,1,8,17,NA,1,2013-04-17
"25680",25680,"201304170POR","GSW","Andrew Bogut","bogutan01","17:17",1,8,0.125,0,0,NA,0,0,NA,3,5,8,3,0,2,2,2,2,8,NA,1,2013-04-17
"25681",25681,"201304170POR","GSW","Jarrett Jack","jackja01","34:26:00",6,10,0.6,0,1,0,2,3,0.667,1,4,5,6,0,0,1,1,14,14,NA,1,2013-04-17
"25682",25682,"201304170POR","GSW","Carl Landry","landrca01","29:19:00",5,11,0.455,0,0,NA,0,0,NA,3,6,9,0,0,0,2,1,10,10,NA,1,2013-04-17
"25683",25683,"201304170POR","GSW","Festus Ezeli","ezelife01","16:25",1,4,0.25,0,0,NA,0,0,NA,4,0,4,2,0,1,1,2,2,-10,NA,1,2013-04-17
"25684",25684,"201304170POR","GSW","Richard Jefferson","jefferi01","6:45",1,1,1,0,0,NA,2,2,1,0,1,1,0,0,0,1,1,4,-10,NA,1,2013-04-17
"25685",25685,"201304170POR","GSW","Kent Bazemore","bazemke01","3:51",0,2,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,1,0,-5,NA,1,2013-04-17
"25686",25686,"201304170POR","POR","Will Barton","bartowi01","48:00:00",7,19,0.368,1,2,0.5,0,0,NA,1,6,7,4,0,0,3,1,15,-11,NA,1,2013-04-17
"25687",25687,"201304170POR","POR","Damian Lillard","lillada01","37:36:00",7,13,0.538,2,5,0.4,5,6,0.833,0,1,1,3,1,0,2,2,21,-8,NA,1,2013-04-17
"25688",25688,"201304170POR","POR","Victor Claver","clavevi01","34:21:00",0,4,0,0,2,0,0,0,NA,0,3,3,3,0,0,1,1,0,-6,NA,1,2013-04-17
"25689",25689,"201304170POR","POR","LaMarcus Aldridge","aldrila01","32:06:00",12,23,0.522,0,0,NA,6,6,1,4,17,21,1,0,3,2,1,30,1,NA,1,2013-04-17
"25690",25690,"201304170POR","POR","J.J. Hickson","hicksjj01","22:06",1,3,0.333,0,0,NA,0,0,NA,1,3,4,0,1,0,2,1,2,-2,NA,1,2013-04-17
"25691",25691,"201304170POR","POR","Meyers Leonard","leoname01","25:54:00",3,6,0.5,1,1,1,0,0,NA,0,3,3,0,0,2,1,3,7,-9,NA,1,2013-04-17
"25692",25692,"201304170POR","POR","Joel Freeland","freeljo01","15:54",3,7,0.429,0,0,NA,1,2,0.5,0,2,2,1,0,0,2,3,7,-12,NA,1,2013-04-17
"25693",25693,"201304170POR","POR","Sasha Pavlovic","pavloal01","13:39",2,6,0.333,2,2,1,0,0,NA,0,1,1,0,0,0,0,0,6,-5,NA,1,2013-04-17
"25694",25694,"201304170POR","POR","Eric Maynor","maynoer01","10:24",0,1,0,0,0,NA,0,0,NA,0,0,0,6,0,0,1,1,0,-3,NA,1,2013-04-17
"25695",25695,"201304170SAC","LAC","Chris Paul","paulch01","35:20:00",11,20,0.55,0,3,0,3,5,0.6,1,3,4,11,1,0,0,2,25,-1,NA,1,2013-04-17
"25696",25696,"201304170SAC","LAC","Blake Griffin","griffbl01","30:37:00",3,10,0.3,0,0,NA,1,2,0.5,1,3,4,2,0,0,4,2,7,-1,NA,1,2013-04-17
"25697",25697,"201304170SAC","LAC","DeAndre Jordan","jordade01","29:26:00",4,7,0.571,0,0,NA,0,3,0,3,7,10,0,0,2,0,1,8,-6,NA,1,2013-04-17
"25698",25698,"201304170SAC","LAC","Caron Butler","butleca01","22:19",4,8,0.5,3,4,0.75,0,0,NA,0,2,2,0,1,0,1,3,11,-1,NA,1,2013-04-17
"25699",25699,"201304170SAC","LAC","Chauncey Billups","billuch01","18:32",5,8,0.625,3,6,0.5,4,4,1,1,3,4,0,0,0,3,3,17,-8,NA,1,2013-04-17
"25700",25700,"201304170SAC","LAC","Jamal Crawford","crawfja01","30:30:00",9,16,0.563,6,8,0.75,0,0,NA,0,1,1,6,2,0,1,0,24,12,NA,1,2013-04-17
"25701",25701,"201304170SAC","LAC","Matt Barnes","barnema02","24:46:00",6,12,0.5,0,2,0,0,0,NA,2,3,5,1,0,0,0,2,12,5,NA,1,2013-04-17
"25702",25702,"201304170SAC","LAC","Ryan Hollins","holliry01","18:23",0,2,0,0,0,NA,4,4,1,2,1,3,0,0,0,1,5,4,10,NA,1,2013-04-17
"25703",25703,"201304170SAC","LAC","Lamar Odom","odomla01","17:26",2,4,0.5,0,0,NA,0,0,NA,1,7,8,2,1,1,0,2,4,5,NA,1,2013-04-17
"25704",25704,"201304170SAC","LAC","Eric Bledsoe","bledser01","12:40",0,1,0,0,1,0,0,0,NA,0,3,3,3,0,0,3,0,0,5,NA,1,2013-04-17
"25705",25705,"201304170SAC","SAC","Isaiah Thomas","thomais02","42:57:00",5,17,0.294,3,7,0.429,2,2,1,3,1,4,10,2,0,3,4,15,-6,NA,1,2013-04-17
"25706",25706,"201304170SAC","SAC","DeMarcus Cousins","couside01","41:23:00",14,24,0.583,0,0,NA,8,11,0.727,4,18,22,3,0,3,3,4,36,2,NA,1,2013-04-17
"25707",25707,"201304170SAC","SAC","Marcus Thornton","thornma01","37:01:00",8,20,0.4,5,12,0.417,0,0,NA,1,1,2,3,1,0,0,1,21,1,NA,1,2013-04-17
"25708",25708,"201304170SAC","SAC","John Salmons","salmojo01","30:00:00",1,4,0.25,0,2,0,0,0,NA,1,2,3,1,0,1,2,0,2,6,NA,1,2013-04-17
"25709",25709,"201304170SAC","SAC","Jason Thompson","thompja02","25:34:00",3,7,0.429,0,0,NA,2,2,1,1,5,6,0,2,0,0,4,8,1,NA,1,2013-04-17
"25710",25710,"201304170SAC","SAC","Travis Outlaw","outlatr01","27:10:00",5,10,0.5,0,3,0,7,9,0.778,0,2,2,4,0,0,2,2,17,-9,NA,1,2013-04-17
"25711",25711,"201304170SAC","SAC","Patrick Patterson","pattepa01","25:21:00",2,3,0.667,1,1,1,0,0,NA,2,1,3,2,0,0,0,4,5,-5,NA,1,2013-04-17
"25712",25712,"201304170SAC","SAC","Jimmer Fredette","fredeji01","6:52",1,2,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,-4,NA,1,2013-04-17
"25713",25713,"201304170SAC","SAC","Cole Aldrich","aldrico01","3:42",1,2,0.5,0,0,NA,0,0,NA,0,2,2,0,0,0,0,0,2,-6,NA,1,2013-04-17
"25714",25714,"201304170SAS","MIN","Derrick Williams","willide02","32:57:00",7,15,0.467,2,4,0.5,5,6,0.833,0,6,6,4,1,0,2,3,21,17,NA,1,2013-04-17
"25715",25715,"201304170SAS","MIN","Greg Stiemsma","stiemgr01","32:31:00",6,8,0.75,0,0,NA,0,0,NA,1,8,9,0,5,1,0,3,12,12,NA,1,2013-04-17
"25716",25716,"201304170SAS","MIN","Ricky Rubio","rubiori01","25:59:00",4,10,0.4,3,5,0.6,1,2,0.5,0,3,3,3,2,0,4,1,12,11,NA,1,2013-04-17
"25717",25717,"201304170SAS","MIN","Luke Ridnour","ridnolu01","22:16",4,10,0.4,1,3,0.333,0,0,NA,0,1,1,6,0,0,2,3,9,12,NA,1,2013-04-17
"25718",25718,"201304170SAS","MIN","Andrei Kirilenko","kirilan01","20:21",2,6,0.333,0,0,NA,1,1,1,3,3,6,4,2,0,0,0,5,13,NA,1,2013-04-17
"25719",25719,"201304170SAS","MIN","Jose Barea","bareajo01","25:44:00",4,13,0.308,1,7,0.143,1,1,1,0,4,4,5,0,0,1,1,10,1,NA,1,2013-04-17
"25720",25720,"201304170SAS","MIN","Chase Budinger","budinch01","23:43",6,13,0.462,3,7,0.429,0,0,NA,1,3,4,1,0,0,1,1,15,6,NA,1,2013-04-17
"25721",25721,"201304170SAS","MIN","Alexey Shved","shvedal01","22:01",2,5,0.4,1,2,0.5,1,2,0.5,0,2,2,3,1,1,0,1,6,2,NA,1,2013-04-17
"25722",25722,"201304170SAS","MIN","Dante Cunningham","cunnida01","21:27",4,7,0.571,0,0,NA,2,2,1,1,5,6,0,0,0,1,2,10,2,NA,1,2013-04-17
"25723",25723,"201304170SAS","MIN","Chris Johnson","johnsch03","9:06",2,3,0.667,0,0,NA,1,2,0.5,2,2,4,0,0,0,0,2,5,-5,NA,1,2013-04-17
"25724",25724,"201304170SAS","MIN","Mickael Gelabale","gelabmi01","3:56",1,1,1,1,1,1,0,0,NA,0,0,0,0,0,0,1,0,3,-6,NA,1,2013-04-17
"25725",25725,"201304170SAS","SAS","Tim Duncan","duncati01","27:25:00",5,11,0.455,0,0,NA,7,7,1,2,12,14,3,0,1,5,1,17,-5,NA,1,2013-04-17
"25726",25726,"201304170SAS","SAS","Tony Parker","parketo01","26:42:00",3,10,0.3,0,0,NA,9,9,1,0,0,0,8,1,0,2,1,15,-4,NA,1,2013-04-17
"25727",25727,"201304170SAS","SAS","Kawhi Leonard","leonaka01","26:21:00",2,6,0.333,0,1,0,0,0,NA,0,3,3,1,2,0,1,3,4,-5,NA,1,2013-04-17
"25728",25728,"201304170SAS","SAS","Matt Bonner","bonnema01","25:50:00",3,4,0.75,1,1,1,0,0,NA,0,2,2,1,0,0,1,3,7,-17,NA,1,2013-04-17
"25729",25729,"201304170SAS","SAS","Danny Green","greenda02","15:53",2,5,0.4,0,3,0,0,0,NA,0,0,0,2,1,0,1,0,4,-14,NA,1,2013-04-17
"25730",25730,"201304170SAS","SAS","DeJuan Blair","blairde01","29:33:00",5,9,0.556,0,0,NA,0,0,NA,0,6,6,0,1,1,1,3,10,-6,NA,1,2013-04-17
"25731",25731,"201304170SAS","SAS","Gary Neal","nealga01","21:24",6,12,0.5,3,6,0.5,2,2,1,0,3,3,0,0,0,1,2,17,-1,NA,1,2013-04-17
"25732",25732,"201304170SAS","SAS","Cory Joseph","josepco01","21:18",1,5,0.2,0,0,NA,0,0,NA,1,4,5,1,0,0,0,0,2,-9,NA,1,2013-04-17
"25733",25733,"201304170SAS","SAS","Aron Baynes","baynear01","13:12",1,4,0.25,0,0,NA,2,2,1,1,2,3,0,0,0,2,5,4,2,NA,1,2013-04-17
"25734",25734,"201304170SAS","SAS","Nando De Colo","decolna01","12:00",1,4,0.25,0,2,0,2,2,1,0,2,2,2,0,0,1,2,4,-9,NA,1,2013-04-17
