"","X","Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP","Game.Date"
"25437",25437,"201304160LAC","LAC","Blake Griffin","griffbl01","27:05:00",6,9,0.667,0,0,NA,4,5,0.8,1,5,6,4,2,0,3,2,16,16,NA,1,2013-04-16
"25438",25438,"201304160LAC","LAC","Caron Butler","butleca01","24:59:00",9,14,0.643,4,7,0.571,0,0,NA,1,3,4,0,1,0,0,1,22,15,NA,1,2013-04-16
"25439",25439,"201304160LAC","LAC","DeAndre Jordan","jordade01","24:59:00",5,5,1,0,0,NA,0,1,0,2,7,9,0,1,3,1,0,10,15,NA,1,2013-04-16
"25440",25440,"201304160LAC","LAC","Chris Paul","paulch01","24:59:00",3,7,0.429,0,2,0,2,2,1,0,1,1,11,3,0,1,1,8,15,NA,1,2013-04-16
"25441",25441,"201304160LAC","LAC","Chauncey Billups","billuch01","17:34",0,5,0,0,4,0,4,4,1,0,1,1,5,1,0,1,0,4,9,NA,1,2013-04-16
"25442",25442,"201304160LAC","LAC","Jamal Crawford","crawfja01","23:59",3,8,0.375,2,7,0.286,0,0,NA,1,1,2,3,1,0,1,0,8,15,NA,1,2013-04-16
"25443",25443,"201304160LAC","LAC","Eric Bledsoe","bledser01","23:01",2,10,0.2,0,2,0,0,0,NA,2,1,3,2,0,0,1,2,4,1,NA,1,2013-04-16
"25444",25444,"201304160LAC","LAC","Lamar Odom","odomla01","20:55",1,6,0.167,1,1,1,0,0,NA,5,7,12,3,1,0,3,3,3,0,NA,1,2013-04-16
"25445",25445,"201304160LAC","LAC","Matt Barnes","barnema02","16:34",2,4,0.5,0,2,0,1,2,0.5,0,5,5,1,0,0,2,2,5,9,NA,1,2013-04-16
"25446",25446,"201304160LAC","LAC","Ronny Turiaf","turiaro01","13:06",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-9,NA,1,2013-04-16
"25447",25447,"201304160LAC","LAC","Ryan Hollins","holliry01","9:55",4,5,0.8,0,0,NA,1,1,1,2,2,4,0,0,1,0,1,9,10,NA,1,2013-04-16
"25448",25448,"201304160LAC","LAC","Grant Hill","hillgr01","6:27",1,3,0.333,0,1,0,0,0,NA,0,2,2,0,0,0,0,0,2,-8,NA,1,2013-04-16
"25449",25449,"201304160LAC","LAC","Willie Green","greenwi01","6:27",1,2,0.5,0,1,0,0,0,NA,0,1,1,1,0,0,1,0,2,-8,NA,1,2013-04-16
"25450",25450,"201304170BRK","DET","Brandon Knight","knighbr03","35:23:00",3,14,0.214,0,3,0,1,3,0.333,0,1,1,5,2,0,2,1,7,-3,NA,1,2013-04-17
"25451",25451,"201304170BRK","DET","Andre Drummond","drumman01","30:14:00",5,7,0.714,0,0,NA,3,3,1,1,2,3,1,3,3,1,4,13,-9,NA,1,2013-04-17
"25452",25452,"201304170BRK","DET","Greg Monroe","monrogr01","28:44:00",5,10,0.5,0,0,NA,2,4,0.5,3,9,12,3,2,0,5,4,12,-11,NA,1,2013-04-17
"25453",25453,"201304170BRK","DET","Rodney Stuckey","stuckro01","26:39:00",5,8,0.625,1,3,0.333,0,0,NA,0,0,0,2,1,0,2,1,11,-8,NA,1,2013-04-17
"25454",25454,"201304170BRK","DET","Kyle Singler","singlky01","21:39",2,5,0.4,0,2,0,0,0,NA,1,3,4,2,1,1,1,2,4,-14,NA,1,2013-04-17
"25455",25455,"201304170BRK","DET","Khris Middleton","middlkh01","25:01:00",3,9,0.333,0,1,0,4,4,1,0,7,7,2,2,0,1,0,10,4,NA,1,2013-04-17
"25456",25456,"201304170BRK","DET","Jonas Jerebko","jerebjo01","24:30:00",1,4,0.25,0,1,0,4,4,1,0,6,6,0,1,0,2,4,6,4,NA,1,2013-04-17
"25457",25457,"201304170BRK","DET","Will Bynum","bynumwi01","21:57",7,10,0.7,0,2,0,9,11,0.818,0,0,0,1,2,0,6,1,23,0,NA,1,2013-04-17
"25458",25458,"201304170BRK","DET","Kim English","engliki01","13:21",3,6,0.5,0,1,0,1,3,0.333,0,1,1,1,1,0,2,3,7,9,NA,1,2013-04-17
"25459",25459,"201304170BRK","DET","Viacheslav Kravtsov","kravtvi01","6:43",3,5,0.6,0,0,NA,0,0,NA,5,0,5,0,1,1,0,1,6,11,NA,1,2013-04-17
"25460",25460,"201304170BRK","DET","Charlie Villanueva","villach01","5:49",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,1,0,1,3,0,-3,NA,1,2013-04-17
"25461",25461,"201304170BRK","BRK","Gerald Wallace","wallage01","26:33:00",2,5,0.4,0,1,0,1,2,0.5,0,1,1,3,4,1,1,1,5,16,NA,1,2013-04-17
"25462",25462,"201304170BRK","BRK","Reggie Evans","evansre01","24:00:00",3,6,0.5,0,0,NA,1,3,0.333,3,8,11,0,1,0,3,2,7,16,NA,1,2013-04-17
"25463",25463,"201304170BRK","BRK","Brook Lopez","lopezbr01","20:56",7,15,0.467,0,0,NA,6,6,1,5,4,9,1,1,0,1,1,20,18,NA,1,2013-04-17
"25464",25464,"201304170BRK","BRK","Joe Johnson","johnsjo02","20:56",4,8,0.5,2,5,0.4,0,0,NA,0,2,2,2,0,0,0,0,10,18,NA,1,2013-04-17
"25465",25465,"201304170BRK","BRK","Deron Williams","willide01","20:56",2,5,0.4,1,3,0.333,3,3,1,0,1,1,6,1,0,2,0,8,18,NA,1,2013-04-17
"25466",25466,"201304170BRK","BRK","Kris Humphries","humphkr01","24:00:00",5,6,0.833,0,0,NA,1,2,0.5,2,5,7,2,1,1,4,4,11,-12,NA,1,2013-04-17
"25467",25467,"201304170BRK","BRK","Andray Blatche","blatcan01","21:27",6,9,0.667,1,1,1,2,2,1,0,2,2,3,3,0,3,3,15,-12,NA,1,2013-04-17
"25468",25468,"201304170BRK","BRK","Keith Bogans","boganke01","16:14",1,4,0.25,0,3,0,1,3,0.333,0,0,0,1,1,0,0,1,3,-1,NA,1,2013-04-17
"25469",25469,"201304170BRK","BRK","C.J. Watson","watsocj01","14:44",2,4,0.5,0,2,0,2,2,1,1,1,2,2,1,0,3,3,6,-1,NA,1,2013-04-17
"25470",25470,"201304170BRK","BRK","Jerry Stackhouse","stackje01","14:01",2,4,0.5,2,3,0.667,0,0,NA,0,0,0,2,0,0,2,2,6,-1,NA,1,2013-04-17
"25471",25471,"201304170BRK","BRK","MarShon Brooks","brookma01","13:03",1,3,0.333,0,1,0,0,0,NA,0,3,3,3,0,0,0,3,2,-13,NA,1,2013-04-17
"25472",25472,"201304170BRK","BRK","Tyshawn Taylor","tayloty01","12:20",1,5,0.2,0,0,NA,0,0,NA,0,0,0,3,0,0,3,3,2,-13,NA,1,2013-04-17
"25473",25473,"201304170BRK","BRK","Mirza Teletovic","teletmi01","10:50",3,7,0.429,2,5,0.4,0,0,NA,0,0,0,0,0,1,1,1,8,-13,NA,1,2013-04-17
"25474",25474,"201304170CHA","CLE","Tristan Thompson","thomptr01","37:08:00",3,9,0.333,0,0,NA,2,6,0.333,2,8,10,1,0,0,2,4,8,-9,NA,1,2013-04-17
"25475",25475,"201304170CHA","CLE","Kyrie Irving","irvinky01","35:31:00",9,20,0.45,2,9,0.222,4,4,1,0,4,4,10,0,0,4,5,24,1,NA,1,2013-04-17
"25476",25476,"201304170CHA","CLE","Tyler Zeller","zellety01","29:41:00",3,6,0.5,0,0,NA,0,0,NA,0,2,2,3,2,0,1,1,6,9,NA,1,2013-04-17
"25477",25477,"201304170CHA","CLE","Alonzo Gee","geeal01","28:18:00",5,9,0.556,2,4,0.5,1,2,0.5,0,2,2,1,1,0,0,1,13,-22,NA,1,2013-04-17
"25478",25478,"201304170CHA","CLE","Wayne Ellington","ellinwa01","18:24",5,6,0.833,1,2,0.5,2,2,1,0,0,0,1,1,0,0,0,13,2,NA,1,2013-04-17
"25479",25479,"201304170CHA","CLE","Omri Casspi","casspom01","23:52",3,6,0.5,2,4,0.5,0,0,NA,0,9,9,3,4,0,1,6,8,12,NA,1,2013-04-17
"25480",25480,"201304170CHA","CLE","Dion Waiters","waitedi01","22:16",6,13,0.462,1,4,0.25,3,4,0.75,0,0,0,3,1,0,3,4,16,-19,NA,1,2013-04-17
"25481",25481,"201304170CHA","CLE","Shaun Livingston","livinsh01","19:57",1,2,0.5,0,0,NA,0,0,NA,0,0,0,2,0,2,0,1,2,2,NA,1,2013-04-17
"25482",25482,"201304170CHA","CLE","Marreese Speights","speigma01","14:01",3,6,0.5,0,0,NA,0,0,NA,2,3,5,0,0,1,1,2,6,-13,NA,1,2013-04-17
"25483",25483,"201304170CHA","CLE","Kevin Jones","joneske01","10:52",1,3,0.333,0,0,NA,0,0,NA,0,3,3,0,0,0,0,0,2,2,NA,1,2013-04-17
"25484",25484,"201304170CHA","CHA","Josh McRoberts","mcrobjo01","40:34:00",6,6,1,3,3,1,5,6,0.833,1,7,8,2,1,0,3,2,20,-6,NA,1,2013-04-17
"25485",25485,"201304170CHA","CHA","Kemba Walker","walkeke02","36:24:00",6,16,0.375,3,7,0.429,9,12,0.75,1,3,4,7,2,1,5,3,24,14,NA,1,2013-04-17
"25486",25486,"201304170CHA","CHA","Bismack Biyombo","biyombi01","36:19:00",3,5,0.6,0,0,NA,2,2,1,0,4,4,0,0,3,0,2,8,-3,NA,1,2013-04-17
"25487",25487,"201304170CHA","CHA","Gerald Henderson","hendege02","35:20:00",6,13,0.462,0,0,NA,3,4,0.75,1,2,3,6,1,0,5,2,15,2,NA,1,2013-04-17
"25488",25488,"201304170CHA","CHA","Michael Kidd-Gilchrist","kiddgmi01","24:57:00",5,7,0.714,0,0,NA,1,2,0.5,1,7,8,4,1,0,0,0,11,12,NA,1,2013-04-17
"25489",25489,"201304170CHA","CHA","Jeff Taylor","tayloje03","23:43",3,6,0.5,0,1,0,0,0,NA,1,4,5,3,1,0,0,3,6,12,NA,1,2013-04-17
"25490",25490,"201304170CHA","CHA","Ben Gordon","gordobe01","12:00",3,9,0.333,1,6,0.167,0,0,NA,0,1,1,1,0,0,0,0,7,-12,NA,1,2013-04-17
"25491",25491,"201304170CHA","CHA","Jeff Adrien","adrieje01","11:41",2,4,0.5,0,0,NA,3,4,0.75,2,3,5,2,0,0,0,1,7,10,NA,1,2013-04-17
"25492",25492,"201304170CHA","CHA","Jannero Pargo","pargoja01","11:36",2,5,0.4,1,3,0.333,0,0,NA,0,1,1,1,1,0,1,0,5,-7,NA,1,2013-04-17
"25493",25493,"201304170CHA","CHA","Tyrus Thomas","thomaty01","7:26",1,2,0.5,0,0,NA,0,0,NA,0,1,1,2,1,0,1,1,2,13,NA,1,2013-04-17
"25494",25494,"201304170CHI","WAS","John Wall","walljo01","38:10:00",8,21,0.381,1,2,0.5,6,8,0.75,1,2,3,4,0,0,1,3,23,-17,NA,1,2013-04-17
"25495",25495,"201304170CHI","WAS","Garrett Temple","templga01","36:07:00",2,11,0.182,2,5,0.4,0,0,NA,1,1,2,5,3,0,2,2,6,-9,NA,1,2013-04-17
"25496",25496,"201304170CHI","WAS","Kevin Seraphin","serapke01","31:04:00",4,9,0.444,0,0,NA,2,2,1,1,8,9,3,0,2,2,3,10,-14,NA,1,2013-04-17
"25497",25497,"201304170CHI","WAS","Trevor Booker","booketr01","30:39:00",5,10,0.5,0,0,NA,0,1,0,2,6,8,1,2,2,0,2,10,-22,NA,1,2013-04-17
"25498",25498,"201304170CHI","WAS","Cartier Martin","martica01","8:53",0,2,0,0,0,NA,0,0,NA,0,1,1,0,0,0,1,0,0,-22,NA,1,2013-04-17
"25499",25499,"201304170CHI","WAS","Chris Singleton","singlch01","30:37:00",6,10,0.6,1,2,0.5,0,0,NA,0,7,7,0,0,1,0,2,13,18,NA,1,2013-04-17
"25500",25500,"201304170CHI","WAS","A.J. Price","priceaj01","30:13:00",9,17,0.529,3,7,0.429,3,4,0.75,1,0,1,4,1,0,1,2,24,21,NA,1,2013-04-17
"25501",25501,"201304170CHI","WAS","Jan Vesely","veselja01","17:21",2,3,0.667,0,0,NA,0,0,NA,0,3,3,0,1,0,0,1,4,19,NA,1,2013-04-17
"25502",25502,"201304170CHI","WAS","Jason Collins","collija04","16:56",0,2,0,0,0,NA,2,2,1,1,2,3,0,0,0,1,2,2,11,NA,1,2013-04-17
"25503",25503,"201304170CHI","CHI","Jimmy Butler","butleji01","42:45:00",4,8,0.5,1,1,1,4,6,0.667,2,4,6,3,2,1,3,0,13,2,NA,1,2013-04-17
"25504",25504,"201304170CHI","CHI","Carlos Boozer","boozeca01","37:57:00",8,16,0.5,0,0,NA,3,4,0.75,4,11,15,4,0,0,2,5,19,13,NA,1,2013-04-17
"25505",25505,"201304170CHI","CHI","Luol Deng","denglu01","27:23:00",2,7,0.286,1,4,0.25,0,0,NA,1,4,5,5,0,0,0,0,5,20,NA,1,2013-04-17
"25506",25506,"201304170CHI","CHI","Kirk Hinrich","hinriki01","24:49:00",7,9,0.778,2,3,0.667,2,3,0.667,0,2,2,5,0,0,1,3,18,18,NA,1,2013-04-17
"25507",25507,"201304170CHI","CHI","Nazr Mohammed","mohamna01","22:00",7,12,0.583,0,0,NA,3,3,1,3,4,7,0,1,0,2,4,17,21,NA,1,2013-04-17
"25508",25508,"201304170CHI","CHI","Nate Robinson","robinna01","23:11",3,8,0.375,3,7,0.429,0,0,NA,1,2,3,4,1,0,2,3,9,-15,NA,1,2013-04-17
"25509",25509,"201304170CHI","CHI","Taj Gibson","gibsota01","21:25",3,7,0.429,0,0,NA,2,3,0.667,1,3,4,0,0,1,2,4,8,-15,NA,1,2013-04-17
"25510",25510,"201304170CHI","CHI","Marco Belinelli","belinma01","14:21",2,8,0.25,0,2,0,0,0,NA,0,2,2,2,0,0,0,3,4,-13,NA,1,2013-04-17
"25511",25511,"201304170CHI","CHI","Joakim Noah","noahjo01","14:21",0,1,0,0,0,NA,0,0,NA,0,1,1,1,1,0,2,0,0,-13,NA,1,2013-04-17
"25512",25512,"201304170CHI","CHI","Richard Hamilton","hamilri01","11:31",1,2,0.5,0,1,0,0,0,NA,0,0,0,2,0,0,1,0,2,-3,NA,1,2013-04-17
"25513",25513,"201304170CHI","CHI","Daequan Cook","cookda02","0:17",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,2013-04-17
"25514",25514,"201304170DAL","NOH","Brian Roberts","roberbr01","42:00:00",5,17,0.294,2,5,0.4,1,1,1,0,3,3,6,0,0,3,4,13,-11,NA,1,2013-04-17
"25515",25515,"201304170DAL","NOH","Ryan Anderson","anderry01","36:25:00",4,13,0.308,1,3,0.333,4,5,0.8,6,1,7,0,0,0,0,2,13,-12,NA,1,2013-04-17
"25516",25516,"201304170DAL","NOH","Eric Gordon","gordoer01","34:13:00",4,17,0.235,0,2,0,8,9,0.889,0,3,3,3,4,1,4,3,16,-11,NA,1,2013-04-17
"25517",25517,"201304170DAL","NOH","Al-Farouq Aminu","aminual01","33:53:00",8,15,0.533,0,0,NA,0,0,NA,8,12,20,1,0,1,3,2,16,-9,NA,1,2013-04-17
"25518",25518,"201304170DAL","NOH","Robin Lopez","lopezro01","32:42:00",6,11,0.545,0,0,NA,2,2,1,7,6,13,0,0,0,2,2,14,-14,NA,1,2013-04-17
"25519",25519,"201304170DAL","NOH","Louis Amundson","amundlo01","21:44",2,3,0.667,0,0,NA,2,6,0.333,3,3,6,0,1,1,1,0,6,1,NA,1,2013-04-17
"25520",25520,"201304170DAL","NOH","Xavier Henry","henryxa01","19:49",1,5,0.2,0,0,NA,4,5,0.8,1,3,4,0,0,0,3,3,6,-5,NA,1,2013-04-17
"25521",25521,"201304170DAL","NOH","Roger Mason","masonro01","9:45",1,2,0.5,1,1,1,0,0,NA,0,1,1,1,0,0,0,0,3,3,NA,1,2013-04-17
"25522",25522,"201304170DAL","NOH","Darius Miller","milleda01","6:59",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,1,0,0,4,NA,1,2013-04-17
"25523",25523,"201304170DAL","NOH","Terrel Harris","harrite01","2:30",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,2,1,0,-6,NA,1,2013-04-17
"25524",25524,"201304170DAL","DAL","Shawn Marion","mariosh01","30:47:00",7,12,0.583,0,1,0,1,1,1,1,6,7,3,3,0,2,0,15,14,NA,1,2013-04-17
"25525",25525,"201304170DAL","DAL","O.J. Mayo","mayooj01","30:21:00",2,6,0.333,1,3,0.333,0,0,NA,0,2,2,3,0,0,3,2,5,5,NA,1,2013-04-17
"25526",25526,"201304170DAL","DAL","Dirk Nowitzki","nowitdi01","28:04:00",7,15,0.467,0,3,0,2,2,1,1,8,9,4,0,1,0,2,16,3,NA,1,2013-04-17
"25527",25527,"201304170DAL","DAL","Mike James","jamesmi01","17:29",3,5,0.6,3,4,0.75,0,0,NA,0,0,0,2,2,0,1,3,9,1,NA,1,2013-04-17
"25528",25528,"201304170DAL","DAL","Chris Kaman","kamanch01","13:01",3,5,0.6,0,0,NA,0,0,NA,0,5,5,0,1,0,2,1,6,-3,NA,1,2013-04-17
"25529",25529,"201304170DAL","DAL","Darren Collison","collida01","28:15:00",10,15,0.667,1,2,0.5,4,6,0.667,1,1,2,4,2,1,0,1,25,15,NA,1,2013-04-17
"25530",25530,"201304170DAL","DAL","Vince Carter","cartevi01","26:49:00",4,7,0.571,1,2,0.5,0,0,NA,0,2,2,4,1,0,0,3,9,19,NA,1,2013-04-17
"25531",25531,"201304170DAL","DAL","Jae Crowder","crowdja01","20:17",1,5,0.2,0,1,0,2,2,1,3,1,4,2,2,1,1,4,4,9,NA,1,2013-04-17
"25532",25532,"201304170DAL","DAL","Brandan Wright","wrighbr03","18:33",2,6,0.333,0,0,NA,0,0,NA,0,1,1,0,0,2,1,3,4,1,NA,1,2013-04-17
"25533",25533,"201304170DAL","DAL","Elton Brand","brandel01","16:26",1,4,0.25,0,0,NA,0,0,NA,1,3,4,2,1,0,0,1,2,14,NA,1,2013-04-17
"25534",25534,"201304170DAL","DAL","Anthony Morrow","morroan01","4:24",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,1,2,2,-8,NA,1,2013-04-17
"25535",25535,"201304170DAL","DAL","Bernard James","jamesbe01","3:18",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,2,-6,NA,1,2013-04-17
"25536",25536,"201304170DAL","DAL","Josh Akognon","akognjo01","2:16",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-4,NA,1,2013-04-17
"25537",25537,"201304170DEN","PHO","Kendall Marshall","marshke01","40:51:00",1,5,0.2,0,2,0,0,0,NA,1,2,3,14,1,1,0,3,2,-16,NA,1,2013-04-17
"25538",25538,"201304170DEN","PHO","Luis Scola","scolalu01","28:05:00",6,18,0.333,0,0,NA,5,6,0.833,8,3,11,4,1,0,1,1,17,-17,NA,1,2013-04-17
"25539",25539,"201304170DEN","PHO","P.J. Tucker","tuckepj01","25:53:00",4,9,0.444,2,4,0.5,4,4,1,3,4,7,0,3,1,2,0,14,-18,NA,1,2013-04-17
"25540",25540,"201304170DEN","PHO","Wesley Johnson","johnswe01","20:20",5,11,0.455,2,6,0.333,0,0,NA,0,3,3,1,0,0,1,2,12,-11,NA,1,2013-04-17
"25541",25541,"201304170DEN","PHO","Markieff Morris","morrima02","13:03",2,7,0.286,0,1,0,0,0,NA,1,2,3,0,0,0,1,4,4,-14,NA,1,2013-04-17
"25542",25542,"201304170DEN","PHO","Michael Beasley","beaslmi01","23:55",5,17,0.294,2,4,0.5,1,2,0.5,1,2,3,1,0,1,2,0,13,-4,NA,1,2013-04-17
"25543",25543,"201304170DEN","PHO","Jared Dudley","dudleja01","19:58",2,7,0.286,0,3,0,1,3,0.333,1,3,4,3,1,0,2,1,5,-7,NA,1,2013-04-17
"25544",25544,"201304170DEN","PHO","Hamed Haddadi","haddaha01","19:55",7,11,0.636,0,0,NA,0,0,NA,2,5,7,1,0,2,1,1,14,-3,NA,1,2013-04-17
"25545",25545,"201304170DEN","PHO","Shannon Brown","brownsh01","17:51",6,8,0.75,1,1,1,0,0,NA,1,0,1,0,1,0,0,3,13,9,NA,1,2013-04-17
"25546",25546,"201304170DEN","PHO","Marcus Morris","morrima03","15:18",2,4,0.5,0,1,0,0,2,0,1,3,4,2,1,0,0,1,4,-13,NA,1,2013-04-17
"25547",25547,"201304170DEN","PHO","Diante Garrett","garredi02","14:51",0,7,0,0,3,0,0,0,NA,1,0,1,3,0,0,2,2,0,-6,NA,1,2013-04-17
"25548",25548,"201304170DEN","DEN","Andre Iguodala","iguodan01","31:13:00",8,14,0.571,0,2,0,4,6,0.667,1,4,5,5,2,2,3,0,20,14,NA,1,2013-04-17
"25549",25549,"201304170DEN","DEN","Evan Fournier","fournev01","30:21:00",4,11,0.364,0,2,0,2,2,1,0,2,2,2,2,0,1,2,10,19,NA,1,2013-04-17
"25550",25550,"201304170DEN","DEN","Wilson Chandler","chandwi01","25:02:00",8,14,0.571,2,5,0.4,3,3,1,3,3,6,4,2,0,2,2,21,15,NA,1,2013-04-17
"25551",25551,"201304170DEN","DEN","Ty Lawson","lawsoty01","23:16",6,9,0.667,2,4,0.5,0,0,NA,0,1,1,7,0,0,0,0,14,15,NA,1,2013-04-17
"25552",25552,"201304170DEN","DEN","Kosta Koufos","koufoko01","17:26",5,8,0.625,0,0,NA,1,1,1,1,4,5,0,0,1,0,2,11,15,NA,1,2013-04-17
"25553",25553,"201304170DEN","DEN","Corey Brewer","breweco01","23:13",2,4,0.5,0,2,0,0,2,0,0,3,3,1,1,0,3,1,4,7,NA,1,2013-04-17
"25554",25554,"201304170DEN","DEN","Anthony Randolph","randoan01","22:04",4,5,0.8,0,0,NA,3,3,1,3,11,14,2,1,3,3,0,11,3,NA,1,2013-04-17
"25555",25555,"201304170DEN","DEN","Andre Miller","millean02","20:54",1,3,0.333,0,0,NA,1,1,1,0,1,1,6,0,0,0,2,3,6,NA,1,2013-04-17
"25556",25556,"201304170DEN","DEN","Timofey Mozgov","mozgoti01","20:05",4,11,0.364,0,0,NA,2,2,1,5,5,10,0,0,1,2,2,10,-1,NA,1,2013-04-17
"25557",25557,"201304170DEN","DEN","JaVale McGee","mcgeeja01","11:21",1,3,0.333,0,0,NA,0,0,NA,0,3,3,0,0,1,2,2,2,8,NA,1,2013-04-17
"25558",25558,"201304170DEN","DEN","Jordan Hamilton","hamiljo02","11:15",4,8,0.5,0,1,0,0,0,NA,1,2,3,1,0,0,0,0,8,0,NA,1,2013-04-17
"25559",25559,"201304170DEN","DEN","Quincy Miller","millequ01","3:50",2,3,0.667,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,4,-1,NA,1,2013-04-17
"25560",25560,"201304170IND","PHI","Evan Turner","turneev01","39:32:00",7,18,0.389,1,3,0.333,1,2,0.5,1,5,6,5,2,0,2,4,16,11,NA,1,2013-04-17
"25561",25561,"201304170IND","PHI","Damien Wilkins","wilkida02","35:48:00",6,11,0.545,0,2,0,3,3,1,0,2,2,2,1,1,4,5,15,3,NA,1,2013-04-17
"25562",25562,"201304170IND","PHI","Thaddeus Young","youngth01","21:20",5,7,0.714,0,0,NA,0,0,NA,0,8,8,0,3,0,1,4,10,14,NA,1,2013-04-17
"25563",25563,"201304170IND","PHI","Jrue Holiday","holidjr01","9:16",2,2,1,1,1,1,0,0,NA,0,1,1,0,0,0,1,0,5,10,NA,1,2013-04-17
"25564",25564,"201304170IND","PHI","Spencer Hawes","hawessp01","4:14",1,2,0.5,1,2,0.5,0,0,NA,0,0,0,0,0,1,0,2,3,9,NA,1,2013-04-17
"25565",25565,"201304170IND","PHI","Dorell Wright","wrighdo01","36:05:00",8,15,0.533,4,8,0.5,3,3,1,0,2,2,5,1,2,0,2,23,7,NA,1,2013-04-17
"25566",25566,"201304170IND","PHI","Lavoy Allen","allenla01","32:20:00",4,9,0.444,0,0,NA,3,4,0.75,3,8,11,0,0,0,3,1,11,4,NA,1,2013-04-17
"25567",25567,"201304170IND","PHI","Arnett Moultrie","moultar01","28:50:00",7,11,0.636,0,0,NA,0,0,NA,6,6,12,1,0,0,1,3,14,-1,NA,1,2013-04-17
"25568",25568,"201304170IND","PHI","Justin Holiday","holidju01","26:30:00",3,8,0.375,1,2,0.5,1,2,0.5,0,0,0,3,2,2,3,2,8,-1,NA,1,2013-04-17
"25569",25569,"201304170IND","PHI","Nick Young","youngni01","6:05",0,2,0,0,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,-6,NA,1,2013-04-17
"25570",25570,"201304170IND","IND","Gerald Green","greenge01","39:57:00",14,23,0.609,6,12,0.5,0,1,0,1,5,6,1,2,1,3,2,34,-6,NA,1,2013-04-17
"25571",25571,"201304170IND","IND","Ian Mahinmi","mahinia01","34:03:00",2,5,0.4,0,0,NA,1,5,0.2,4,2,6,1,1,0,3,3,5,-7,NA,1,2013-04-17
"25572",25572,"201304170IND","IND","Tyler Hansbrough","hansbty01","27:38:00",3,9,0.333,0,0,NA,4,6,0.667,3,6,9,0,0,0,3,2,10,-3,NA,1,2013-04-17
"25573",25573,"201304170IND","IND","Lance Stephenson","stephla01","25:45:00",5,8,0.625,0,1,0,2,2,1,1,2,3,6,0,0,4,2,12,-16,NA,1,2013-04-17
"25574",25574,"201304170IND","IND","D.J. Augustin","augusdj01","24:26:00",1,4,0.25,0,3,0,1,2,0.5,1,1,2,5,0,0,2,1,3,-10,NA,1,2013-04-17
"25575",25575,"201304170IND","IND","Jeff Pendergraph","pendeje02","27:58:00",5,10,0.5,0,1,0,2,2,1,1,5,6,1,2,2,1,0,12,0,NA,1,2013-04-17
"25576",25576,"201304170IND","IND","Sam Young","youngsa01","20:03",1,2,0.5,0,1,0,2,4,0.5,0,3,3,0,1,0,0,3,4,3,NA,1,2013-04-17
"25577",25577,"201304170IND","IND","Ben Hansbrough","hansbbe01","17:39",3,8,0.375,0,3,0,5,5,1,1,1,2,3,1,1,0,1,11,4,NA,1,2013-04-17
"25578",25578,"201304170IND","IND","Orlando Johnson","johnsor01","16:10",1,8,0.125,0,5,0,0,0,NA,0,3,3,0,1,0,0,0,2,-5,NA,1,2013-04-17
"25579",25579,"201304170IND","IND","Miles Plumlee","plumlmi01","6:21",1,3,0.333,0,0,NA,0,0,NA,1,1,2,0,0,0,0,0,2,-10,NA,1,2013-04-17
"25580",25580,"201304170LAL","HOU","James Harden","hardeja01","45:06:00",8,25,0.32,4,13,0.308,10,12,0.833,2,6,8,3,1,0,6,3,30,-4,NA,1,2013-04-17
"25581",25581,"201304170LAL","HOU","Chandler Parsons","parsoch01","44:41:00",10,18,0.556,2,7,0.286,1,2,0.5,0,4,4,3,1,0,3,3,23,-13,NA,1,2013-04-17
"25582",25582,"201304170LAL","HOU","Omer Asik","asikom01","43:18:00",4,7,0.571,0,0,NA,0,1,0,3,9,12,0,1,1,1,5,8,-6,NA,1,2013-04-17
"25583",25583,"201304170LAL","HOU","Greg Smith","smithgr02","41:48:00",4,6,0.667,0,0,NA,0,0,NA,2,8,10,1,0,4,1,5,8,12,NA,1,2013-04-17
"25584",25584,"201304170LAL","HOU","Jeremy Lin","linje01","34:36:00",4,14,0.286,2,7,0.286,2,4,0.5,0,2,2,8,0,0,2,4,12,-5,NA,1,2013-04-17
"25585",25585,"201304170LAL","HOU","Patrick Beverley","beverpa01","18:25",2,5,0.4,0,2,0,2,2,1,1,4,5,2,1,0,0,3,6,-1,NA,1,2013-04-17
